AdID,職位名稱,公司名稱,發布日期,職位詳情連結
HS26060471,中文科合約教師 / 副教師 (2026-2027 年度),靈糧堂秀德小學 LING LIANG CHURCH SAU TAK PRIMARY SCHOOL,2026-07-03,https://jump.mingpao.com/job/detail/Jobs/2/HS26060471
HS26060121,校工,新加坡國際學校香港 SINGAPORE INTERNATIONAL SCHOOL (),2026-07-03,https://jump.mingpao.com/job/detail/Jobs/2/HS26060121
HS26059931,中文科老師,ST. PAUL'S CONVENT SCHOOL ( PRIMARY SECTION ),2026-07-03,https://jump.mingpao.com/job/detail/Jobs/2/HS26059931
HS26059201,兼職教師 (中、英、物理、經濟及企會財) (2026-2027),香港路德會持續進修教育部 DEPARTMENT OF CONTINUING EDUCATION THE LUTHERAN CHURCH - HONG KONG SYNOD,2026-07-03,https://jump.mingpao.com/job/detail/Jobs/2/HS26059201
HS26060503,兼職 / 合約全職校工 (一年合約) (2026 年 8 月下旬到職),聖博德學校 ST. PATRICK'S SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060503
HS26060502,合約英文科教學助理 (一年合約) (2026 年 9 月到職),聖博德學校 ST. PATRICK'S SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060502
HS26060501,合約科學科教學助理 (一年合約) (2026 年 9 月到職),聖博德學校 ST. PATRICK'S SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060501
HS26060491,Teaching Assistant,迦密柏雨中學 CARMEL PAK U SECONDARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060491
HS26060463,校工,福建中學小西灣 FUKIEN SECONDARY SCHOOL (SIU SAI WAN) (),2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060463
HS26060462,文員 / 行政助理,福建中學小西灣 FUKIEN SECONDARY SCHOOL (SIU SAI WAN) (),2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060462
HS26060461,教學助理,福建中學小西灣 FUKIEN SECONDARY SCHOOL (SIU SAI WAN) (),2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060461
HS26060391,合約文書助理,救世軍韋理夫人紀念學校 THE SALVATION ARMY ANN WYLLIE MEMORIAL PRIMARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060391
HS26060381,兼職銅管樂班導師及指揮,救世軍韋理夫人紀念學校 THE SALVATION ARMY ANN WYLLIE MEMORIAL PRIMARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060381
HS26060374,技工 (2026-2027),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060374
HS26060373,教學助理 (多媒體製作) (2026-2027),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060373
HS26060372,教學助理 (課程) (2026-2027),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060372
HS26060371,學生輔導員 (2026-2027),萬鈞伯裘書院 MAN KWAN PAK KAU COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060371
HS26060331,兼職牧民助理,天主教聖華學校 THE LITTLE FLOWER'S CATHOLIC PRIMARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060331
HS26060304,暑期補習班導師 (高中英文科),粉嶺救恩書院 FANLING KAU YAN COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060304
HS26060303,教學助理 (生涯規劃),粉嶺救恩書院 FANLING KAU YAN COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060303
HS26060302,教學助理 (聯課活動),粉嶺救恩書院 FANLING KAU YAN COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060302
HS26060301,教學助理 (校園福音),粉嶺救恩書院 FANLING KAU YAN COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060301
HS26060231,體育科教師 (2026-2027 年度),聖伯多祿中學 ST PETER'S SECONDARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060231
HS26060156,Teaching Assistant (SEN) / Counsellor,真光女書院 TRUE LIGHT GIRLS' COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060156
HS26060155,Assistant Teacher (Science),真光女書院 TRUE LIGHT GIRLS' COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060155
HS26060154,Assistant Teacher (NCS),真光女書院 TRUE LIGHT GIRLS' COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060154
HS26060153,Assistant Teacher (Chinese),真光女書院 TRUE LIGHT GIRLS' COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060153
HS26060152,Teaching Post (Music (S1-S3) and Aesthetic Development (S4-S6)),真光女書院 TRUE LIGHT GIRLS' COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060152
HS26060151,Teaching Post (Mathematics and Extended Part (S1-S6)),真光女書院 TRUE LIGHT GIRLS' COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060151
HS26060101,資訊科技技術員乙名,佛教大雄中學 BUDDHIST TAI HUNG COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060101
HS26060092,英文教學助理,油麻地天主教小學 YAUMATI CATHOLIC PRIMARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060092
HS26060091,支援教學助理,油麻地天主教小學 YAUMATI CATHOLIC PRIMARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060091
HS26060036,全職 / 半職校工,博愛醫院歷屆總理聯誼會鄭任安夫人學校 A D & F D OF POK OI HOSPITAL MRS CHENG YAM ON SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060036
HS26060035,非華語教學助理 (合約),博愛醫院歷屆總理聯誼會鄭任安夫人學校 A D & F D OF POK OI HOSPITAL MRS CHENG YAM ON SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060035
HS26060034,教學助理 (合約),博愛醫院歷屆總理聯誼會鄭任安夫人學校 A D & F D OF POK OI HOSPITAL MRS CHENG YAM ON SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060034
HS26060033,資訊科技助理 / 學校技術支援服務員 TSS (合約),博愛醫院歷屆總理聯誼會鄭任安夫人學校 A D & F D OF POK OI HOSPITAL MRS CHENG YAM ON SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060033
HS26060032,學校圖書館主任 (合約),博愛醫院歷屆總理聯誼會鄭任安夫人學校 A D & F D OF POK OI HOSPITAL MRS CHENG YAM ON SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060032
HS26060031,Contract Native-speaking English Teacher (2026-2027),博愛醫院歷屆總理聯誼會鄭任安夫人學校 A D & F D OF POK OI HOSPITAL MRS CHENG YAM ON SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060031
HS26060012,Information and Communication Technology Teacher (AT) (26/27),中華基金中學 THE CHINESE FOUNDATION SECONDARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060012
HS26060011,Information and Communication Technology Teacher (GM) (26/27),中華基金中學 THE CHINESE FOUNDATION SECONDARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060011
HS26060001,Associate Teacher (English Language),佛教大雄中學 BUDDHIST TAI HUNG COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26060001
HS26059921,課外活動、補習班導師或教練 (2026/27 學年) (合約服務),東華三院邱金元中學 T.W.G.HS. YOW KAM YUEN COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059921
HS26059892,IT and Administrative Clerk (Contract) (2026-2027),聖傑靈女子中學 ST. CATHARINE'S SCHOOL FOR GIRLS,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059892
HS26059891,Associate Teacher (Geography or History) (Contract) (2026-2027),聖傑靈女子中學 ST. CATHARINE'S SCHOOL FOR GIRLS,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059891
HS26059861,合約教育助理 EA (2026/2027),東華三院徐展堂學校 TUNG WAH GROUP OF HOSPITALS TSUI TSIN TONG SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059861
HS26059856,合約宿舍家長 SWA (全職、半職、替假、長夜),保良局陳百強伉儷青衣學校 PO LEUNG KUK MR & MRS CHAN PAK KEUNG TSING YI SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059856
HS26059855,一級或二級物理治療師 (全職或半職),保良局陳百強伉儷青衣學校 PO LEUNG KUK MR & MRS CHAN PAK KEUNG TSING YI SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059855
HS26059854,一級職業治療師 (半職),保良局陳百強伉儷青衣學校 PO LEUNG KUK MR & MRS CHAN PAK KEUNG TSING YI SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059854
HS26059853,學校社工 ASWO / SSWA (全職或半職),保良局陳百強伉儷青衣學校 PO LEUNG KUK MR & MRS CHAN PAK KEUNG TSING YI SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059853
HS26059852,合約常額教師助理,保良局陳百強伉儷青衣學校 PO LEUNG KUK MR & MRS CHAN PAK KEUNG TSING YI SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059852
HS26059851,合約助理教師 (九月入職),保良局陳百強伉儷青衣學校 PO LEUNG KUK MR & MRS CHAN PAK KEUNG TSING YI SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059851
HS26059843,教師助理 (學校部),慈恩學校 CHI YUN SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059843
HS26059842,註冊護士 (宿舍部),慈恩學校 CHI YUN SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059842
HS26059841,宿舍家長 SWA (全職 / 替假) (宿舍部),慈恩學校 CHI YUN SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059841
HS26059792,常額或合約英文教師,培基小學 STEWARDS POOI KEI PRIMARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059792
HS26059791,常額或合約英文 (兼教音) 教師,培基小學 STEWARDS POOI KEI PRIMARY SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059791
HS26059771,Assistant Administration Officer / Administration Officer,拔萃女書院 DIOCESAN GIRLS' SCHOOL,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059771
HS26059523,園藝校工,佛教黃鳳翎中學 BUDDHIST WONG FUNG LING COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059523
HS26059522,融合教育助理,佛教黃鳳翎中學 BUDDHIST WONG FUNG LING COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059522
HS26059521,數字教育執行助理,佛教黃鳳翎中學 BUDDHIST WONG FUNG LING COLLEGE,2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059521
HS26059312,活動幹事 (2026/2027 年度),保良局羅傑承一九八三中學 PO LEUNG KUK LO KIT SING (1983) COLLEGE (),2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059312
HS26059311,合約圖書館文員 (下午時段) (2026/2027 年度),保良局羅傑承一九八三中學 PO LEUNG KUK LO KIT SING (1983) COLLEGE (),2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26059311
HS26053951,校長 HM II (二零二七年九月一日到任),"香港潮商學校 CHIU SHEUNG SCHOOL, HONG KONG",2026-07-02,https://jump.mingpao.com/job/detail/Jobs/2/HS26053951
T226002219,幼小初學科教師 (科學 (化學方向)) (IB 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002219/%E5%B9%BC%E5%B0%8F%E5%88%9D%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E7%A7%91%E5%AD%B8-%E5%8C%96%E5%AD%B8%E6%96%B9%E5%90%91-IB-%E8%AA%B2%E7%A8%8B-
T226002218,幼小初學科教師 (語文) (IB 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002218/%E5%B9%BC%E5%B0%8F%E5%88%9D%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E8%AA%9E%E6%96%87-IB-%E8%AA%B2%E7%A8%8B-
T226002217,幼小初學科教師 (數學) (IB 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002217/%E5%B9%BC%E5%B0%8F%E5%88%9D%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E6%95%B8%E5%AD%B8-IB-%E8%AA%B2%E7%A8%8B-
T226002216,高中德育副主任 (管理崗位),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002216/%E9%AB%98%E4%B8%AD%E5%BE%B7%E8%82%B2%E5%89%AF%E4%B8%BB%E4%BB%BB-%E7%AE%A1%E7%90%86%E5%B4%97%E4%BD%8D-
T226002215,高中部主任 (管理崗位),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002215/%E9%AB%98%E4%B8%AD%E9%83%A8%E4%B8%BB%E4%BB%BB-%E7%AE%A1%E7%90%86%E5%B4%97%E4%BD%8D-
T226002214,初中教學副主任 / MYP 協調員 (管理崗位),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002214/%E5%88%9D%E4%B8%AD%E6%95%99%E5%AD%B8%E5%89%AF%E4%B8%BB%E4%BB%BB-MYP-%E5%8D%94%E8%AA%BF%E5%93%A1-%E7%AE%A1%E7%90%86%E5%B4%97%E4%BD%8D-
T2260022133,A-Level / AP / DP 課程教師 (計算機),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022133/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-%E8%A8%88%E7%AE%97%E6%A9%9F-
T2260022132,A-Level / AP / DP 課程教師 (生物 / 環境 ESS),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022132/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-%E7%94%9F%E7%89%A9-%E7%92%B0%E5%A2%83-ESS-
T2260022131,A-Level / AP / DP 課程教師 (物理),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022131/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-%E7%89%A9%E7%90%86-
T2260022130,A-Level / AP / DP 課程教師 (化學),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022130/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-%E5%8C%96%E5%AD%B8-
T226002213,初中部主任 (管理崗位),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002213/%E5%88%9D%E4%B8%AD%E9%83%A8%E4%B8%BB%E4%BB%BB-%E7%AE%A1%E7%90%86%E5%B4%97%E4%BD%8D-
T2260022129,A-Level / AP / DP 課程教師 (數學),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022129/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-%E6%95%B8%E5%AD%B8-
T2260022128,A-Level / AP / DP 課程教師 (TOK),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022128/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-TOK-
T2260022127,A-Level / AP / DP 課程教師 (英文),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022127/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-%E8%8B%B1%E6%96%87-
T2260022126,A-Level / AP / DP 課程教師 (中文),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022126/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-%E4%B8%AD%E6%96%87-
T2260022125,A-Level / AP / DP 課程教師 (協調員),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022125/A-Level-AP-DP-%E8%AA%B2%E7%A8%8B%E6%95%99%E5%B8%AB-%E5%8D%94%E8%AA%BF%E5%93%A1-
T2260022124,高中學科教師 (ICT) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022124/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-ICT-DSE-%E8%AA%B2%E7%A8%8B-
T2260022123,高中學科教師 (旅遊與款待) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022123/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E6%97%85%E9%81%8A%E8%88%87%E6%AC%BE%E5%BE%85-DSE-%E8%AA%B2%E7%A8%8B-
T2260022122,高中學科教師 (企會財) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022122/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E4%BC%81%E6%9C%83%E8%B2%A1-DSE-%E8%AA%B2%E7%A8%8B-
T2260022121,高中學科教師 (經濟) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022121/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E7%B6%93%E6%BF%9F-DSE-%E8%AA%B2%E7%A8%8B-
T2260022120,高中學科教師 (公社) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022120/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E5%85%AC%E7%A4%BE-DSE-%E8%AA%B2%E7%A8%8B-
T226002212,小學教學副主任 / PYP 協調員 (管理崗位),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002212/%E5%B0%8F%E5%AD%B8%E6%95%99%E5%AD%B8%E5%89%AF%E4%B8%BB%E4%BB%BB-PYP-%E5%8D%94%E8%AA%BF%E5%93%A1-%E7%AE%A1%E7%90%86%E5%B4%97%E4%BD%8D-
T2260022119,高中學科教師 (生物) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022119/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E7%94%9F%E7%89%A9-DSE-%E8%AA%B2%E7%A8%8B-
T2260022118,高中學科教師 (化學) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022118/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E5%8C%96%E5%AD%B8-DSE-%E8%AA%B2%E7%A8%8B-
T2260022117,高中學科教師 (物理) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022117/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E7%89%A9%E7%90%86-DSE-%E8%AA%B2%E7%A8%8B-
T2260022116,高中學科教師 (語文) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022116/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E8%AA%9E%E6%96%87-DSE-%E8%AA%B2%E7%A8%8B-
T2260022115,高中學科教師 (數學) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022115/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E6%95%B8%E5%AD%B8-DSE-%E8%AA%B2%E7%A8%8B-
T2260022114,高中學科教師 (英語) (DSE 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022114/%E9%AB%98%E4%B8%AD%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E8%8B%B1%E8%AA%9E-DSE-%E8%AA%B2%E7%A8%8B-
T2260022113,幼小初學科教師 (幼兒園主班) (IB 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022113/%E5%B9%BC%E5%B0%8F%E5%88%9D%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E5%B9%BC%E5%85%92%E5%9C%92%E4%B8%BB%E7%8F%AD-IB-%E8%AA%B2%E7%A8%8B-
T2260022112,幼小初學科教師 (視覺藝術) (IB 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022112/%E5%B9%BC%E5%B0%8F%E5%88%9D%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E8%A6%96%E8%A6%BA%E8%97%9D%E8%A1%93-IB-%E8%AA%B2%E7%A8%8B-
T2260022111,幼小初學科教師 (雙語圖書館) (IB 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022111/%E5%B9%BC%E5%B0%8F%E5%88%9D%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E9%9B%99%E8%AA%9E%E5%9C%96%E6%9B%B8%E9%A4%A8-IB-%E8%AA%B2%E7%A8%8B-
T2260022110,幼小初學科教師 (科技 / STEM) (IB 課程),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022110/%E5%B9%BC%E5%B0%8F%E5%88%9D%E5%AD%B8%E7%A7%91%E6%95%99%E5%B8%AB-%E7%A7%91%E6%8A%80-STEM-IB-%E8%AA%B2%E7%A8%8B-
T226002211,小學部主任 (管理崗位),廣州暨大港澳子弟學校,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002211/%E5%B0%8F%E5%AD%B8%E9%83%A8%E4%B8%BB%E4%BB%BB-%E7%AE%A1%E7%90%86%E5%B4%97%E4%BD%8D-
T226002209,Nurse,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002209/Nurse
T226002208,Laboratory Technician,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002208/Laboratory-Technician
T226002207,IT Technician,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002207/IT-Technician
T226002206,Physical Education Teacher,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002206/Physical-Education-Teacher
T226002205,Music / Arts / PE Teacher (Part time),中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002205/Music-Arts-PE-Teacher-Part-time-
T226002204,"Design, Technology and AI Teacher",中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002204/Design-Technology-and-AI-Teacher
T226002203,Geography Teacher,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002203/Geography-Teacher
T226002202,Economics / Business Teacher,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002202/Economics-Business-Teacher
T2260022011,Student Counsellor,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022011/Student-Counsellor
T2260022010,University Counsellor,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T2260022010/University-Counsellor
T226002201,Mathematics Teacher,中黃國際學校 ZHONGSHAN WHAMPOA INTERNATIONAL EDUCATION (HOLDING) LIMITED (ZWIE),2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/T226002201/Mathematics-Teacher
KW26002001,全職英文 / 數學老師,知行教育中心 ACTION LEADER EDUCATION COMPANY LIMITED,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/KW26002001
HS26060459,課後興趣班導師,佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/HS26060459
HS26060458,學生宿舍舍監,佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/HS26060458
HS26060457,普通話及英語自主學習學習支援主任,佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/HS26060457
HS26060456,項目統籌 (禁毒基金項目) (12 個月合約),佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/HS26060456
HS26060455,大中華區多元學習項目統籌,佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/HS26060455
HS26060454,Teaching Assistant (Full-time or Part-time) (2026-2027),佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/HS26060454
HS26060453,"Teaching Post (Geography) (G.M./ T.A., Full-time) (2026-2027)",佛教筏可紀念中學 BUDDHIST FAT HO MEMORIAL COLLEGE,2026-07-01,https://jump.mingpao.com/job/detail/Jobs/2/HS26060453
